価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
800万円",広島県広島市南区堀越3丁目,84.5平方メートル (公簿) / 25.56坪,http://local.google.co.jp/maps?q=広島県広島市南区堀越3丁目,,( 東 4m 私道 間口5.2m ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0141896-0000878,一般媒介,https://www.homes.co.jp/tochi/b-1418960000878/,トータテ住宅販売株式会社　東営業所,広島県安芸郡府中町大須１丁目17-12,1,画像あり
"
745万円",広島県呉市坪ノ内町6-24,90.25平方メートル (公簿) / 27.3坪,http://local.google.co.jp/maps?q=広島県呉市坪ノ内町6-24,,( 南東 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0141896-0000886,一般媒介★,https://www.homes.co.jp/tochi/b-1418960000886/,トータテ住宅販売株式会社　東営業所,広島県安芸郡府中町大須１丁目17-12,1,画像あり
"
30万円",広島県三原市中之町3丁目35-5,247.93平方メートル / 74.99坪,http://local.google.co.jp/maps?q=広島県三原市中之町3丁目35-5,,-,市街化調整区域,宅地,無指定,ひな段,所有権,不要,"古家あり 

",即時,0145524-0000148,仲介,https://www.homes.co.jp/tochi/b-1455240000148/,株式会社HOME’S　住まいの窓口　三原宮沖店,広島県三原市宮沖１丁目5-8,1,画像あり
"
880万円",広島県呉市仁方中筋町3-10,244.45平方メートル (公簿) / 73.94坪,http://local.google.co.jp/maps?q=広島県呉市仁方中筋町3-10,,一方,市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,3212177-0000192,一般媒介★,https://www.homes.co.jp/tochi/b-32121770000192/,株式会社東邦不動産商事,広島県呉市三条３丁目3-11　TOHOビル,1,画像あり
"
1,000万円",広島県福山市神辺町大字八尋,574.95平方メートル (公簿) / 173.92坪,http://local.google.co.jp/maps?q=広島県福山市神辺町大字八尋,,-,市街化調整区域,宅地,-,-,所有権,不要,"古家あり 

",相談,3212472-0000087,専任媒介★,https://www.homes.co.jp/tochi/b-32124720000087/,アイ・不動産株式会社,広島県福山市沖野上町２丁目6-32,1,画像なし
"
670万円",広島県福山市千田町3丁目,111平方メートル (公簿) / 33.57坪,http://local.google.co.jp/maps?q=広島県福山市千田町3丁目,,角地 ( 北 ) ( 東 公道 ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,3212195-0000091,一般媒介★,https://www.homes.co.jp/tochi/b-32121950000091/,ウエナガ不動産株式会社,広島県福山市本庄町中２丁目11-19,1,画像あり
"
930万円",広島県福山市神辺町大字上竹田821-1,911.62平方メートル (公簿) / 275.76坪,http://local.google.co.jp/maps?q=広島県福山市神辺町大字上竹田821-1,,二方 ( 東 4m 公道 ) ( 北 4m 私道 ),市街化調整区域,宅地,無指定,平坦,所有権,不要,"古家あり 

",相談,3212200-0000008,一般媒介★,https://www.homes.co.jp/tochi/b-32122000000008/,有限会社カスガ企画,広島県福山市松浜町４丁目5-21,1,画像あり
"
442万円",広島県呉市本通2丁目3-1,35.6平方メートル (公簿) / 10.76坪,http://local.google.co.jp/maps?q=広島県呉市本通2丁目3-1,,一方 ( 北西 36m 公道 ),市街化区域,宅地,商業地域,平坦,所有権,不要,"古家あり 

",相談,3212173-0000057,一般媒介★,https://www.homes.co.jp/tochi/b-32121730000057/,有限会社信用地建,広島県呉市和庄登町1-22,1,画像あり
"
400万円",広島県呉市宮原11丁目5-10,177.32平方メートル (公簿) / 53.63坪,http://local.google.co.jp/maps?q=広島県呉市宮原11丁目5-10,,一方 ( 西 公道 ),市街化区域,宅地,第一種住居地域,ひな段,所有権,不要,"古家あり 

",相談,3212177-0000252,一般媒介★,https://www.homes.co.jp/tochi/b-32121770000252/,株式会社東邦不動産商事,広島県呉市三条３丁目3-11　TOHOビル,1,画像あり
"
900万円",広島県福山市松永町2丁目15-50,255.69平方メートル (公簿) / 77.34坪,http://local.google.co.jp/maps?q=広島県福山市松永町2丁目15-50,,一方 ( 北 4m 公道 間口6.5m ) ( 南 4m 私道 間口11.5m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,3212214-0000041,専任媒介★,https://www.homes.co.jp/tochi/b-32122140000041/,株式会社瀬良商店,広島県福山市胡町7-7,1,画像あり
