価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
880万円",兵庫県姫路市夢前町塚本,367.29平方メートル (公簿) / 111.1坪,http://local.google.co.jp/maps?q=兵庫県姫路市夢前町塚本,,二方 ( 南 4m 公道 ) ( 北 1.5m ),都市計画区域外,宅地,無指定,平坦,所有権,不要,"古家あり 

",相談,0124691-0006738,仲介,https://www.homes.co.jp/tochi/b-1246910006738/,株式会社福屋不動産販売　姫路北店,兵庫県姫路市西新在家１丁目6番30号,1,画像あり
"
650万円",兵庫県尼崎市武庫町2丁目,56.24平方メートル (公簿) / 17.01坪,http://local.google.co.jp/maps?q=兵庫県尼崎市武庫町2丁目,,一方 ( 北 4.2m 私道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0126026-0007575,仲介,https://www.homes.co.jp/tochi/b-1260260007575/,センチュリー２１株式会社アクロスコーポレイション　阪急西宮ガーデンズ前店,兵庫県西宮市高松町11-8,1,画像あり
"
880万円",兵庫県明石市大久保町松陰,147平方メートル (公簿) / 44.46坪,http://local.google.co.jp/maps?q=兵庫県明石市大久保町松陰,,一方 ( 北東 4m 私道 位置指定 間口2m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

","相談
（契約後解体更地渡し）",0129675-0007753,売主,https://www.homes.co.jp/tochi/b-1296750007753/,株式会社e-home,兵庫県明石市藤江980番地の8,1,画像あり
"
600万円",兵庫県たつの市新宮町新宮,255.89平方メートル (公簿) / 77.4坪,http://local.google.co.jp/maps?q=兵庫県たつの市新宮町新宮,,一方 ( 2.5m 公道 ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",即時,0147003-0000339,仲介,https://www.homes.co.jp/tochi/b-1470030000339/,株式会社Sun　Climb,兵庫県姫路市飾磨区構４丁目48-202,1,画像あり
"
880万円",兵庫県姫路市夢前町塚本,367.29平方メートル (公簿) / 111.1坪,http://local.google.co.jp/maps?q=兵庫県姫路市夢前町塚本,,二方 ( 南 4m 公道 ) ( 北 1.5m ),都市計画区域外,宅地,無指定,平坦,所有権,不要,"古家あり 

",相談,0105256-0013911,仲介,https://www.homes.co.jp/tochi/b-1052560013911/,株式会社福屋不動産販売　姫路市役所前店,兵庫県姫路市安田３丁目15,1,画像あり
"
700万円",兵庫県たつの市揖西町中垣内,311.85平方メートル (公簿) / 94.33坪,http://local.google.co.jp/maps?q=兵庫県たつの市揖西町中垣内,,( 南 12m 公道 間口20.6m ) ( 西 4.9m 公道 間口23m ) ( 東 2m 間口21m ),市街化調整区域,宅地,無指定,平坦,所有権,不要,"古家あり 

",即時,0130889-0001921,仲介,https://www.homes.co.jp/tochi/b-1308890001921/,株式会社ここいえ　たつの本店,兵庫県たつの市龍野町富永519-1,1,画像あり
"
650万円",兵庫県尼崎市武庫町2丁目,56.24平方メートル (公簿) / 17.01坪,http://local.google.co.jp/maps?q=兵庫県尼崎市武庫町2丁目,,一方 ( 北 4.2m 私道 位置指定 間口2.1m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0122452-0006032,仲介,https://www.homes.co.jp/tochi/b-1224520006032/,株式会社福屋不動産販売　塚口店,兵庫県尼崎市南塚口町２丁目１７番１号　AMITY塚口１階１０１,1,画像あり
"
980万円",兵庫県明石市魚住町清水,133平方メートル / 40.23坪,http://local.google.co.jp/maps?q=兵庫県明石市魚住町清水,,一方 ( 北 4m 私道 ),市街化区域,山林,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0139448-0001779,仲介,https://www.homes.co.jp/tochi/b-1394480001779/,DAIWA　住宅の横綱大和建設株式会社,兵庫県明石市小久保２丁目14番地の1,1,画像あり
"
780万円",兵庫県姫路市香寺町中仁野,145平方メートル / 43.86坪,http://local.google.co.jp/maps?q=兵庫県姫路市香寺町中仁野,,一方 ( 東 5.9m 公道 間口12m ),市街化区域,雑種地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0105256-0014248,仲介,https://www.homes.co.jp/tochi/b-1052560014248/,株式会社福屋不動産販売　姫路市役所前店,兵庫県姫路市安田３丁目15,1,画像あり
"
800万円",兵庫県西宮市山口町名来1丁目,100.11平方メートル (公簿) / 30.28坪,http://local.google.co.jp/maps?q=兵庫県西宮市山口町名来1丁目,,一方 ( 北 5.1m 公道 間口9.5m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0115279-0009526,仲介,https://www.homes.co.jp/tochi/b-1152790009526/,ヤマト住建株式会社　西宮北店,兵庫県西宮市北六甲台４丁目２６－１２,1,画像あり
"
950万円",兵庫県明石市魚住町錦が丘1丁目,99.09平方メートル (公簿) / 29.97坪,http://local.google.co.jp/maps?q=兵庫県明石市魚住町錦が丘1丁目,,一方 ( 南 4.2m 私道 間口10m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0139448-0000834,仲介,https://www.homes.co.jp/tochi/b-1394480000834/,DAIWA　住宅の横綱大和建設株式会社,兵庫県明石市小久保２丁目14番地の1,1,画像あり
"
750万円",兵庫県加古川市上荘町都染,550.18平方メートル (公簿) / 166.42坪,http://local.google.co.jp/maps?q=兵庫県加古川市上荘町都染,,一方 ( 北 5m 公道 間口5m ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,0101413-0014915,仲介,https://www.homes.co.jp/tochi/b-1014130014915/,株式会社福屋不動産販売 東加古川店,兵庫県加古川市平岡町新在家３丁目２８９番８号１０１,1,画像あり
"
500万円",兵庫県尼崎市田能4丁目,44.25平方メートル (公簿) / 13.38坪,http://local.google.co.jp/maps?q=兵庫県尼崎市田能4丁目,,一方 ( 西 3.8m 私道 間口5.3m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",相談,0122196-0006279,仲介,https://www.homes.co.jp/tochi/b-1221960006279/,-,-,1,画像あり
"
750万円",兵庫県姫路市豊富町御蔭,685.16平方メートル (公簿) / 207.26坪,http://local.google.co.jp/maps?q=兵庫県姫路市豊富町御蔭,,角地 ( 北 公道 ) ( 西 公道 ),市街化調整区域,宅地,無指定,平坦,所有権,不要,"古家あり 

",相談,0105256-0014777,仲介,https://www.homes.co.jp/tochi/b-1052560014777/,株式会社福屋不動産販売　姫路市役所前店,兵庫県姫路市安田３丁目15,1,画像あり
"
800万円",兵庫県宝塚市平井山荘,237.87平方メートル (公簿) / 71.95坪,http://local.google.co.jp/maps?q=兵庫県宝塚市平井山荘,,一方 ( 西 4m 公道 間口17m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0122195-0007235,仲介,https://www.homes.co.jp/tochi/b-1221950007235/,-,-,1,画像あり
"
880万円",兵庫県姫路市夢前町塚本214-5,367.29平方メートル / 111.1坪,http://local.google.co.jp/maps?q=兵庫県姫路市夢前町塚本214-5,,( 南 4m 公道 ) ( 北 1.5m 私道 ),都市計画区域外,宅地,無指定,平坦,所有権,不要,"古家あり更地引渡可 

",即時,0144865-0000075,売主★,https://www.homes.co.jp/tochi/b-1448650000075/,まるお不動産株式会社　姫路支店,兵庫県姫路市延末328-1,1,画像あり
"
500万円",兵庫県尼崎市田能4丁目,44.25平方メートル (公簿) / 13.38坪,http://local.google.co.jp/maps?q=兵庫県尼崎市田能4丁目,,一方 ( 西 3.8m 私道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101879-0013006,仲介,https://www.homes.co.jp/tochi/b-1018790013006/,株式会社福屋不動産販売 尼崎店,兵庫県尼崎市長洲本通１丁目７－１６　マイシュ・デ・カサ１階,1,画像あり
"
500万円",兵庫県尼崎市田能4丁目,44.25平方メートル (公簿) / 13.38坪,http://local.google.co.jp/maps?q=兵庫県尼崎市田能4丁目,,一方 ( 西 3.8m 私道 間口5.3m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0122204-0008687,仲介,https://www.homes.co.jp/tochi/b-1222040008687/,センチュリー２１株式会社アクロス　西宮北口駅前店,兵庫県西宮市甲風園１丁目６－８,1,画像あり
"
780万円",兵庫県姫路市伊伝居407-5,135.9平方メートル (公簿) / 41.1坪,http://local.google.co.jp/maps?q=兵庫県姫路市伊伝居407-5,,角地 ( 南 2.3m 公道 間口7.5m ) ( 東 2m 公道 間口17.5m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり更地引渡可 

","相談
（契約後売主様負担で解体致します。）",0140427-0000443,専任媒介,https://www.homes.co.jp/tochi/b-1404270000443/,タカセ不動産株式会社　姫路店,兵庫県姫路市安田４丁目46番地3,1,画像あり
"
750万円",兵庫県姫路市飾磨区英賀,101.94平方メートル (公簿) / 30.83坪,http://local.google.co.jp/maps?q=兵庫県姫路市飾磨区英賀,,一方 ( 北 ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0105256-0015241,仲介,https://www.homes.co.jp/tochi/b-1052560015241/,株式会社福屋不動産販売　姫路市役所前店,兵庫県姫路市安田３丁目15,1,画像あり
"
800万円",兵庫県宝塚市平井山荘,237.87平方メートル (公簿) / 71.95坪,http://local.google.co.jp/maps?q=兵庫県宝塚市平井山荘,,一方 ( 西 4m 公道 間口17m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0131448-0003536,仲介,https://www.homes.co.jp/tochi/b-1314480003536/,-,-,1,画像あり
"
660万円",兵庫県宝塚市ふじガ丘,130.18平方メートル (公簿) / 39.37坪,http://local.google.co.jp/maps?q=兵庫県宝塚市ふじガ丘,,一方 ( 北西 6m 間口16.8m ) ( 北東 6m 間口7.8m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0115212-0000968,専任媒介,https://www.homes.co.jp/tochi/b-1152120000968/,-,-,1,画像あり
