価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
980万円",大阪府和泉市王子町,637.46平方メートル (実測) / 192.83坪,http://local.google.co.jp/maps?q=大阪府和泉市王子町,,一方 ( 東 4.6m 私道 間口28.5m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",即時,0008880-0003178,仲介,https://www.homes.co.jp/tochi/b-88800003178/,センチュリー21えびす不動産,大阪府岸和田市沼町30-8,1,画像あり
"
680万円",大阪府枚方市村野本町,98.1平方メートル (公簿) / 29.67坪,http://local.google.co.jp/maps?q=大阪府枚方市村野本町,,角地 ( 南 4m 私道 間口9m ) ( 西 4m 私道 間口5.6m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101415-0014186,専属専任媒介,https://www.homes.co.jp/tochi/b-1014150014186/,株式会社福屋不動産販売　枚方店,大阪府枚方市大垣内町１丁目1番3号 阪本ビル1階2階,1,画像あり
"
500万円",大阪府堺市中区深井北町,118.9平方メートル (公簿) / 35.96坪,http://local.google.co.jp/maps?q=大阪府堺市中区深井北町,,一方 ( 西 2.5m 公道 間口2.9m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",即時,0101397-0016950,仲介,https://www.homes.co.jp/tochi/b-1013970016950/,株式会社福屋不動産販売　堺東店,大阪府堺市堺区一条通17-29,1,画像あり
"
480万円",大阪府泉佐野市市場西3丁目,128.72平方メートル (公簿) / 38.93坪,http://local.google.co.jp/maps?q=大阪府泉佐野市市場西3丁目,,一方 ( 東 1.6m 私道 間口12m ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",相談,0121574-0002044,仲介,https://www.homes.co.jp/tochi/b-1215740002044/,ハウスドゥ　熊取・泉佐野北　株式会社ルート1,大阪府泉南郡熊取町朝代西３丁目749-3,1,画像あり
"
850万円",大阪府八尾市山本町北2丁目,62.8平方メートル (公簿) / 18.99坪,http://local.google.co.jp/maps?q=大阪府八尾市山本町北2丁目,,一方 ( 北 3m 公道 ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101429-0011090,仲介,https://www.homes.co.jp/tochi/b-1014290011090/,株式会社福屋不動産販売　八尾店,大阪府八尾市桜ヶ丘２丁目215　八尾フコク生命ビル1F,1,画像あり
"
520万円",大阪府泉佐野市鶴原,94.16平方メートル (公簿) / 28.48坪,http://local.google.co.jp/maps?q=大阪府泉佐野市鶴原,,一方 ( 南 5.9m 公道 ),市街化区域,宅地,第二種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0121574-0001904,仲介,https://www.homes.co.jp/tochi/b-1215740001904/,ハウスドゥ　熊取・泉佐野北　株式会社ルート1,大阪府泉南郡熊取町朝代西３丁目749-3,1,画像あり
"
350万円",大阪府阪南市箱作,144.51平方メートル (公簿) / 43.71坪,http://local.google.co.jp/maps?q=大阪府阪南市箱作,,一方 ( 南 6m 公道 ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,3904611-0000436,専任媒介,https://www.homes.co.jp/tochi/b-39046110000436/,株式会社阪南住宅,大阪府阪南市尾崎町53-1,1,画像あり
"
850万円",大阪府枚方市池之宮1丁目,85.3平方メートル (公簿) / 25.8坪,http://local.google.co.jp/maps?q=大阪府枚方市池之宮1丁目,,一方 ( 東 7m 公道 間口3.6m ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",相談,0144869-0000581,専属専任媒介,https://www.homes.co.jp/tochi/b-1448690000581/,ハウスドゥ　津田　株式会社Neo不動産販売,大阪府枚方市津田西町３丁目1-3,1,画像あり
"
600万円",大阪府堺市東区高松,51.39平方メートル (公簿) / 15.54坪,http://local.google.co.jp/maps?q=大阪府堺市東区高松,,一方 ( 南 4m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0147357-0000236,一般媒介★,https://www.homes.co.jp/tochi/b-1473570000236/,-,-,1,画像あり
"
300万円",大阪府阪南市鳥取116-3,165平方メートル (公簿) / 49.91坪,http://local.google.co.jp/maps?q=大阪府阪南市鳥取116-3,,-,市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",即時,0121303-0000260,仲介,https://www.homes.co.jp/tochi/b-1213030000260/,株式会社あっとホーム,大阪府岸和田市南町３１－１,1,画像あり
"
450万円",大阪府枚方市南船橋1丁目,74.89平方メートル (公簿) / 22.65坪,http://local.google.co.jp/maps?q=大阪府枚方市南船橋1丁目,,角地 ( 南 公道 間口5.2m ) ( 西 公道 間口13.2m ),市街化区域,宅地,第二種低層住居専用地域,平坦,所有権,不要,"古家あり 

",即時,0101442-0011087,仲介,https://www.homes.co.jp/tochi/b-1014420011087/,株式会社福屋不動産販売　京阪くずは店,大阪府枚方市楠葉並木２丁目29-2,1,画像あり
