価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
850万円",京都府京都市伏見区羽束師古川町,56.77平方メートル / 17.17坪,http://local.google.co.jp/maps?q=京都府京都市伏見区羽束師古川町,,一方 ( 南 6m 公道 間口3.7m ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",相談,0136213-0000374,仲介,https://www.homes.co.jp/tochi/b-1362130000374/,ハウスドゥ！竹田店　株式会社エステートコンサルタント,京都府京都市伏見区竹田中川原町1-3　ポピットハイム1,1,画像あり
"
780万円",京都府京都市山科区西野山欠ノ上町87-29,46.8平方メートル (実測) / 14.15坪,http://local.google.co.jp/maps?q=京都府京都市山科区西野山欠ノ上町87-29,,一方 ( 南 5m 私道 間口3.7m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",即時,0146775-0000002,専任媒介★,https://www.homes.co.jp/tochi/b-1467750000002/,L．E．不動産株式会社,京都府京都市北区紫竹下本町33,1,画像あり
"
980万円",京都府京都市伏見区向島津田町,88.4平方メートル (公簿) / 26.74坪,http://local.google.co.jp/maps?q=京都府京都市伏見区向島津田町,,一方 ( 南東 4m 公道 間口2.2m ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり更地引渡可 

",相談,0136213-0001276,仲介,https://www.homes.co.jp/tochi/b-1362130001276/,ハウスドゥ！竹田店　株式会社エステートコンサルタント,京都府京都市伏見区竹田中川原町1-3　ポピットハイム1,1,画像あり
"
800万円",京都府福知山市字長田2730番地の11,190.41平方メートル (公簿) / 57.59坪,http://local.google.co.jp/maps?q=京都府福知山市字長田2730番地の11,,( 北東 5m 間口11.7m ),市街化区域,宅地,準工業地域,その他,所有権,不要,"古家あり更地引渡可 

",相談,0145281-0000017,専任媒介★,https://www.homes.co.jp/tochi/b-1452810000017/,株式会社エコ・ビータ　不動産部,京都府舞鶴市溝尻町11-10,1,画像あり
"
980万円",京都府宇治市宇治弐番,48.13平方メートル (公簿) / 14.55坪,http://local.google.co.jp/maps?q=京都府宇治市宇治弐番,,一方 ( 南東 9m 公道 間口4.6m ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",相談,0007536-0010284,仲介,https://www.homes.co.jp/tochi/b-75360010284/,センチュリー21京阪住研,京都府宇治市木幡正中56-3,1,画像あり
"
980万円",京都府宇治市五ケ庄芝ノ東,65.85平方メートル (公簿) / 19.91坪,http://local.google.co.jp/maps?q=京都府宇治市五ケ庄芝ノ東,,二方 ( 北西 公道 ) ( 南東 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0101408-0011127,仲介,https://www.homes.co.jp/tochi/b-1014080011127/,株式会社福屋不動産販売　宇治店,京都府宇治市小倉町神楽田21-5 アーバネックス小倉ビル1F,1,画像あり
"
780万円",京都府向日市上植野町鴨田,46.11平方メートル (公簿) / 13.94坪,http://local.google.co.jp/maps?q=京都府向日市上植野町鴨田,,一方 ( 南 6.1m 公道 間口4m ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",即時,0008247-0002772,仲介,https://www.homes.co.jp/tochi/b-82470002772/,センチュリー21穂高住販桂店,京都府京都市西京区桂朝日町103番地,1,画像あり
"
780万円",京都府京都市山科区西野山欠ノ上町,46.8平方メートル (公簿) / 14.15坪,http://local.google.co.jp/maps?q=京都府京都市山科区西野山欠ノ上町,,一方 ( 南 5m 私道 ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0132698-0001182,仲介,https://www.homes.co.jp/tochi/b-1326980001182/,ハウスドゥ　山科南　株式会社上野工務店,京都府京都市山科区東野八反畑町21-40,1,画像あり
"
980万円",京都府宇治市五ケ庄芝ノ東,65.85平方メートル (公簿) / 19.91坪,http://local.google.co.jp/maps?q=京都府宇治市五ケ庄芝ノ東,,二方 ( 北西 公道 ) ( 南東 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0101421-0012211,仲介,https://www.homes.co.jp/tochi/b-1014210012211/,株式会社福屋不動産販売　京都東店,京都府京都市山科区勧修寺閑林寺43番6　ピアプレミール1階,1,画像あり
"
980万円",京都府宇治市五ケ庄芝ノ東,65.85平方メートル (公簿) / 19.91坪,http://local.google.co.jp/maps?q=京都府宇治市五ケ庄芝ノ東,,二方 ( 北西 公道 ) ( 南東 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0143921-0000351,仲介,https://www.homes.co.jp/tochi/b-1439210000351/,ハウスドゥ　宇治東　株式会社日勝,京都府宇治市五ケ庄平野56番地12,1,画像あり
"
700万円",京都府城陽市富野鷺坂山,69.04平方メートル (公簿) / 20.88坪,http://local.google.co.jp/maps?q=京都府城陽市富野鷺坂山,,一方 ( 北西 4m 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0101408-0011347,仲介,https://www.homes.co.jp/tochi/b-1014080011347/,株式会社福屋不動産販売　宇治店,京都府宇治市小倉町神楽田21-5 アーバネックス小倉ビル1F,1,画像あり
"
698万円",京都府京都市山科区北花山西ノ野町,99.14平方メートル (公簿) / 29.98坪,http://local.google.co.jp/maps?q=京都府京都市山科区北花山西ノ野町,,一方 ( 東 4m 間口6.5m ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0008766-0001485,専属専任媒介,https://www.homes.co.jp/tochi/b-87660001485/,センチュリー21エンドレス不動産販売,京都府京都市山科区四ノ宮神田町29番地,1,画像あり
"
850万円",京都府宇治市小倉町山際,73.88平方メートル (公簿) / 22.34坪,http://local.google.co.jp/maps?q=京都府宇治市小倉町山際,,一方 ( 北 5m 私道 間口5.4m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0105442-0008786,仲介,https://www.homes.co.jp/tochi/b-1054420008786/,株式会社福屋不動産販売　伏見店,京都府京都市伏見区竹田段川原町29番地1　アルデール・B　1F,1,画像あり
"
790万円",京都府宇治市宇治大谷,84平方メートル (公簿) / 25.41坪,http://local.google.co.jp/maps?q=京都府宇治市宇治大谷,,一方 ( 南西 6m 公道 間口5.2m ),市街化区域,山林,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101408-0011013,仲介,https://www.homes.co.jp/tochi/b-1014080011013/,株式会社福屋不動産販売　宇治店,京都府宇治市小倉町神楽田21-5 アーバネックス小倉ビル1F,1,画像あり
"
700万円",京都府城陽市富野鷺坂山,69.04平方メートル (公簿) / 20.88坪,http://local.google.co.jp/maps?q=京都府城陽市富野鷺坂山,,一方 ( 北西 4m 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0102975-0008276,仲介,https://www.homes.co.jp/tochi/b-1029750008276/,株式会社福屋不動産販売　京田辺店,京都府京田辺市田辺中央１丁目1番地5　B.I.T.DAIEIビル　1F西,1,画像あり
