価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
81万円",愛媛県西条市桑村,535.31平方メートル (公簿) / 161.93坪,http://local.google.co.jp/maps?q=愛媛県西条市桑村,,一方 ( 北東 1.7m 公道 間口20m ),非線引区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0134421-0000596,仲介,https://www.homes.co.jp/tochi/b-1344210000596/,ハウスドゥ！いよ西条店　株式会社いえてつ,愛媛県西条市大町848番地,1,画像あり
"
350万円",愛媛県西条市喜多川,166.38平方メートル / 50.32坪,http://local.google.co.jp/maps?q=愛媛県西条市喜多川,,一方 ( 東 3.3m 公道 ),非線引区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,3702182-0000184,一般媒介,https://www.homes.co.jp/tochi/b-37021820000184/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
880万円",愛媛県西条市小松町新屋敷,518.13平方メートル / 156.73坪,http://local.google.co.jp/maps?q=愛媛県西条市小松町新屋敷,,( 南 2.2m 公道 ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3702182-0000189,一般媒介,https://www.homes.co.jp/tochi/b-37021820000189/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
550万円",愛媛県今治市玉川町中村,438.21平方メートル / 132.55坪,http://local.google.co.jp/maps?q=愛媛県今治市玉川町中村,,一方 ( 北 4.1m 公道 ),市街化調整区域,宅地,無指定,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0001068,一般媒介★,https://www.homes.co.jp/tochi/b-37021310001068/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
600万円",愛媛県今治市常盤町5丁目,99.88平方メートル / 30.21坪,http://local.google.co.jp/maps?q=愛媛県今治市常盤町5丁目,,一方 ( 南東 17.1m 公道 ),市街化区域,宅地,近隣商業地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0001097,一般媒介★,https://www.homes.co.jp/tochi/b-37021310001097/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
400万円",愛媛県西条市今在家,219.95平方メートル / 66.53坪,http://local.google.co.jp/maps?q=愛媛県西条市今在家,,( 南東 3.6m ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3702182-0000192,一般媒介,https://www.homes.co.jp/tochi/b-37021820000192/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
890万円",愛媛県西条市下島山甲,285.96平方メートル / 86.5坪,http://local.google.co.jp/maps?q=愛媛県西条市下島山甲,,角地 ( 南 5.4m 公道 ) ( 東 5.4m 公道 ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3702182-0000163,一般媒介,https://www.homes.co.jp/tochi/b-37021820000163/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
550万円",愛媛県今治市波方町郷,166.85平方メートル / 50.47坪,http://local.google.co.jp/maps?q=愛媛県今治市波方町郷,,一方 ( 東 3.5m 公道 ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0000907,一般媒介,https://www.homes.co.jp/tochi/b-37021310000907/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
650万円",愛媛県今治市立花町1丁目,159.6平方メートル / 48.27坪,http://local.google.co.jp/maps?q=愛媛県今治市立花町1丁目,,一方 ( 北 3.7m 公道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0000786,一般媒介,https://www.homes.co.jp/tochi/b-37021310000786/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
320万円",愛媛県西条市国安,157.22平方メートル / 47.55坪,http://local.google.co.jp/maps?q=愛媛県西条市国安,,一方 ( 南西 4m 私道 位置指定 ),非線引区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,3702182-0000185,一般媒介,https://www.homes.co.jp/tochi/b-37021820000185/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
940万円",愛媛県西条市野々市,647.55平方メートル / 195.88坪,http://local.google.co.jp/maps?q=愛媛県西条市野々市,,一方 ( 東 2.5m ),非線引区域,宅地,田園住居地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702182-0000056,一般媒介★,https://www.homes.co.jp/tochi/b-37021820000056/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
600万円",愛媛県今治市本町4丁目,104.13平方メートル / 31.49坪,http://local.google.co.jp/maps?q=愛媛県今治市本町4丁目,,一方 ( 西 15.1m 公道 ),市街化区域,宅地,商業地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0001044,一般媒介★,https://www.homes.co.jp/tochi/b-37021310001044/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
