価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
780万円,宮城県石巻市大森字水出, 719.46㎡（公簿）,http://local.google.co.jp/maps?q=宮城県石巻市大森字水出,駐車場 空有 (5台) 無料, 一方 ( 北西 5m 公道 ), 区域外, 宅地, 第一種住居地域,, 所有権, 不要,空家備考Lifeinformation／河北住民バス「大森公民館」停　徒歩2分　140m／二俣小学校　徒歩15分　1160m／河北中学校　徒歩43分　3390m／二俣保育所　徒歩10分　770m／ファミリーマート河北店　徒歩19分　1490m／下水敷地内引込済、接続無し※現在汲み取り／個別プロパンガス／灯油式ボイラー／付属建物有：面積80.30平米（作業場）／と相違する場合は優先とします。, 即時, 0140627-0009150, 専任媒介,https://www.homes.co.jp/kodate/b-1406270009150/,株式会社フルハウス　南仙台店,宮城県仙台市太白区西中田１丁目22-40,2,画像あり
990万円,宮城県仙台市青葉区作並字岩谷堂西, 503.87㎡（公簿）備考内擁壁部分約150m2含,http://local.google.co.jp/maps?q=宮城県仙台市青葉区作並字岩谷堂西,, 一方 ( 南西 4m ), 区域外, 宅地, 無指定, 平坦, 所有権, 不要,空家, 相談, 0147349-0000451, 仲介,https://www.homes.co.jp/kodate/b-1473490000451/,住宅情報館株式会社　仙台太白店,宮城県仙台市太白区西多賀５丁目15-1,2,画像あり
999万円,宮城県仙台市太白区袋原3丁目, 231.52㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区袋原3丁目,, 一方 ( 東 4m 私道 ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家備考JR東北本線「南仙台」駅　徒歩34分／四郎丸小学校　徒歩15分／袋原中学校　徒歩8分／袋原幼稚園　徒歩9分／仙台袋原あおぞら保育園　徒歩8分／ウジエスーパー袋原店　徒歩11分／ツルハドラッグ中田店　徒歩13分／仙台袋原郵便局　徒歩8分／七十七銀行袋原支店　徒歩9分／プロパンガス／未登記部分有（店舗、40.99平米）／と相違する場合は優先とします。, 相談, 0134778-0001412, 一般媒介,https://www.homes.co.jp/kodate/b-1347780001412/,株式会社フルハウス,宮城県仙台市若林区蒲町東10番地の4,2,画像あり
730万円,宮城県塩竈市清水沢2丁目, 156.68㎡（公簿）,http://local.google.co.jp/maps?q=宮城県塩竈市清水沢2丁目,駐車場 空有 (1台) 無料, 一方 ( 南 4.2m 私道 間口2.5m ), 市街化区域, 宅地, 第一種中高層住居専用地域,, 所有権, 不要,空家, 相談, 0142079-0007417, 専任媒介,https://www.homes.co.jp/kodate/b-1420790007417/,株式会社永大ハウス工業,宮城県仙台市泉区松森字沢目13-9,2,画像あり
"1,000万円",宮城県気仙沼市川原崎84番4, 428.88㎡（公簿）,http://local.google.co.jp/maps?q=宮城県気仙沼市川原崎84番4,駐車場 空有 無料, 一方 ( 北東 4m 公道 間口13m ), 非線引区域, 宅地, 第一種中高層住居専用地域, 平坦, 所有権, 不要,空家, 即時, 3221516-0000012, 専任媒介,https://www.homes.co.jp/kodate/b-32215160000012/,コイワ不動産,宮城県気仙沼市切通182-1,2,画像あり
770万円,宮城県仙台市若林区文化町, 61.99㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市若林区文化町,駐車場 無, 一方 ( 北 4m 公道 間口3.4m ), 市街化区域, 宅地, 第二種住居地域,, 所有権, 不要,空家, 相談, 0120266-0017485, 専任媒介,https://www.homes.co.jp/kodate/b-1202660017485/,株式会社永大ハウス工業　若林店,宮城県仙台市若林区遠見塚１丁目６－２３,2,画像あり
930万円,宮城県大崎市古川諏訪1丁目2-27, 331.01㎡（公簿）,http://local.google.co.jp/maps?q=宮城県大崎市古川諏訪1丁目2-27,,, 市街化区域, 宅地, 第二種住居地域, 平坦, 所有権, 不要,居住中, 相談, 0104111-0050155, 一般媒介,https://www.homes.co.jp/kodate/b-1041110050155/,株式会社ランドネット,東京都豊島区南池袋１丁目16-15　ダイヤゲート池袋7F,2,画像あり
870万円,宮城県宮城郡松島町高城, 409.76㎡（公簿）,http://local.google.co.jp/maps?q=宮城県宮城郡松島町高城,,,, その他備考：宅地（一部農地あり）,,, 所有権, 不要,空家, 相談, 0140900-0000056, 一般媒介,https://www.homes.co.jp/kodate/b-1409000000056/,株式会社オノヤ,宮城県仙台市宮城野区萩野町２丁目1-8,2,画像あり
650万円,宮城県仙台市太白区恵和町, 379.48㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区恵和町,駐車場 無, 一方 ( 南西 4m 公道 間口23.8m ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 2022年10月 下旬, 0110220-0017920, 一般媒介,https://www.homes.co.jp/kodate/b-1102200017920/,株式会社永大ハウス工業　富沢店,宮城県仙台市太白区富沢１丁目５－１,2,画像なし
300万円,宮城県仙台市太白区若葉町, 247.51㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区若葉町,駐車場 無, 一方 ( 北 3.1m 公道 間口1.5m ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 即時, 0110220-0017529, 一般媒介,https://www.homes.co.jp/kodate/b-1102200017529/,株式会社永大ハウス工業　富沢店,宮城県仙台市太白区富沢１丁目５－１,2,画像あり
